PARENT_MOLREGNO	CHEMBL_ID	SYNONYMS	DEVELOPMENT_PHASE	RESEARCH_CODES	APPLICANTS	USAN_STEM	USAN_STEM_DEFINITION	USAN_STEM_SUBSTEM	USAN_YEAR	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	INDICATION_CLASS	SC_PATENT_NO	DRUG_TYPE	RULE_OF_FIVE	FIRST_IN_CLASS	CHIRALITY	PRODRUG	ORAL	PARENTERAL	TOPICAL	BLACK_BOX	AVAILABILITY_TYPE	CANONICAL_SMILES
84814	CHEMBL54440	Mevastatin (INN, MI)				-stat-	enzyme inhibitors: antihyperlipidemics (HMG-CoA inhibitors)	-stat- (-vastatin)							Natural Product-derived	Y	N	Single Stereoisomer	N						CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12
1078546	CHEMBL1697786	Cefuroxime Pivoxetil (BAN, USAN)		CCI-23628	Glaxo, England	cef-	cephalosporins	cef-	1989				Antibacterial		Natural Product-derived	N	N	Racemic Mixture	N						CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)OC(C)OC(=O)C(C)(C)OC)COC(=O)N)/c3occc3
500007	CHEMBL525610	Teriparatide (INN, USAN); Teriparatide Recombinant Human (FDA)	4		Eli Lilly And Co	-tide	peptides	-tide	1996	2002	H05AA02	H05AA02 [Systemic Hormonal Preparations, Excl. :Calcium Homeostasis:Parathyroid Hormones And Analogues:Parathyroid hormones and analogues]	Bone Resorption Inhibitor; Osteoporosis Therapy Adjunct	US-6770623-B1	Oligopeptide	N	N	Single Stereoisomer	N	N	Y	N	Y	Prescription-only	CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc5cnc[nH]5)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc6ccccc6)C(=O)O
663100	CHEMBL1189150	Linsidomine (INN)				-sidomine	antianginals (sydnone derivatives)	-sidomine			C01DX18	C01DX18 [Cardiovascular System:Cardiac Therapy:Vasodilators Used In Cardiac Diseases:Other vasodilators used in cardiac diseases]			Synthetic Small Molecule	Y	N	Achiral Molecule	N						N=C1O[N-][N+](=C1)N2CCOCC2
442178	CHEMBL405821	Senicapoc (INN, USAN)		ICA-17043		-capoc	agonists of the Gardos channel, or the calcium activated potassium channel of intermediate conductance	-capoc	2005						Synthetic Small Molecule	Y	N	Achiral Molecule	N						NC(=O)C(c1ccccc1)(c2ccc(F)cc2)c3ccc(F)cc3
141484	CHEMBL89598	Vigabatrin (BAN, FDA, INN, USAN)	4	MDL-71754	Lundbeck Llc	-gab-	gabamimetics	-gab-	1985	2009	N03AG04	N03AG04 [Nervous System:Antiepileptics:Antiepileptics:Fatty acid derivatives]	Anticonvulsant (tardive dyskinesia)		Synthetic Small Molecule	Y	N	Racemic Mixture	N	Y	N	N	Y	Prescription-only	NC(CCC(=O)O)C=C
324544	CHEMBL426084	Samidorphan (INN, USAN); Samidorphan L-Malate (USAN)		ALKS 33; RDC-0313-00; RDC-0313-02	Alkermes	-orphan	narcotic antagonists/agonists (morphinan derivatives)	-orphan	2011						Synthetic Small Molecule	Y	N	Single Stereoisomer	N						NC(=O)c1ccc2C[C@H]3N(CC4CC4)CC[C@@]5(CC(=O)CC[C@@]35O)c2c1O
6288	CHEMBL487	Droloxifene (INN, USAN); Droloxifene Citrate (USAN)		FK-435	Klinge Pharma Gmbh, Germany	-ifen(e)	antiestrogens of the clomifene and tamoxifen groups	-ifen(e)	1994				Antineoplastic		Synthetic Small Molecule	N	N	Achiral Molecule	N						CC\C(=C(\c1ccc(OCCN(C)C)cc1)/c2cccc(O)c2)\c3ccccc3
419580	CHEMBL398707	Hydromorphone (BAN, INN); Hydromorphone HCl (FDA, USP)	4		Purdue Pharmaceutical Products Lp; Purdue Pharma Lp; Mallinckrodt Inc; Hospira Inc					1984	N02AA03	N02AA03 [Nervous System:Analgesics:Opioids:Natural opium alkaloids]	Analgesic (narcotic)	US-5702725-A	Natural Product-derived	Y	N	Single Stereoisomer	N	Y	Y	N	Y	Prescription-only	CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35
1378883	CHEMBL2106613	Anecortave (INN); Anecortave Acetate (USAN)		AL-3789	Alcon	-cort-	cortisone derivatives	-cort-	1998		S01LA02	S01LA02 [Sensory Organs:Ophthalmologicals:Ocular Vascular Disorder Agents:Antineovascularisation agents]			Natural Product-derived	Y	N	Single Stereoisomer	N						CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@]12C
1379075	CHEMBL2106805	Nifuroquine (BAN, INN)				nifur-	5-nitrofuran derivatives	nifur-							Synthetic Small Molecule	Y	N	Achiral Molecule	N						OC(=O)c1cc(c2oc(cc2)[N+](=O)[O-])c3ccccc3[n+]1[O-]
1379023	CHEMBL2106753	Fluprazine (INN)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						NC(=O)NCCN1CCN(CC1)c2cccc(c2)C(F)(F)F
1379121	CHEMBL2106851	Nicomorphine (BAN, DCF, INN, MI)									N02AA04	N02AA04 [Nervous System:Analgesics:Opioids:Natural opium alkaloids]			Natural Product-derived	Y	N	Single Stereoisomer	N						CN1CC[C@]23[C@H]4Oc5c(OC(=O)c6cccnc6)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(=O)c7cccnc7)c35
1379030	CHEMBL2106760	Flutonidine (INN)		ST-600											Synthetic Small Molecule	Y	N	Achiral Molecule	N						Cc1ccc(F)cc1NC2=NCCN2
1379330	CHEMBL2107060	Stirocainide (INN)													Synthetic Small Molecule	N	N	Achiral Molecule	N						CC(C)N(CCO\N=C/1\C(\CCCCC1)=C\c2ccccc2)C(C)C
1376998	CHEMBL2104728	Metindizate (BAN, INN)													Synthetic Small Molecule	Y	N	Racemic Mixture	N						CN1CC(CCOC(=O)C(O)(c2ccccc2)c3ccccc3)C4CCCCC14
1377089	CHEMBL2104819	Letrazuril (INN)			Janssen										Synthetic Small Molecule	Y	N	Racemic Mixture	N						Fc1ccc(cc1)C(C#N)c2c(Cl)cc(cc2Cl)N3N=CC(=O)NC3=O
1377705	CHEMBL2105435	Simfibrate (INN, JAN, MI)		CLY-503		-fibrate	antihyperlipidemics (clofibrate type)	-fibrate			C10AB06	C10AB06 [Cardiovascular System:Lipid Modifying Agents:Lipid Modifying Agents, Plain:Fibrates]			Synthetic Small Molecule	N	N	Achiral Molecule	N						CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc2ccc(Cl)cc2
1379260	CHEMBL2106990	Prenoverine (INN)				-verine	spasmolytic agents (papaverine type)	-verine							Synthetic Small Molecule	N	N	Racemic Mixture	N						CC(COc1ccccc1)N(C)CCOC(c2ccccc2)c3ccccc3
1378404	CHEMBL2106134	Dalbraminol (INN)													Synthetic Small Molecule	Y	N	Racemic Mixture	N						Cc1nn(C)c(C)c1NCCNCC(O)COc2ccccc2
1378274	CHEMBL2106004	Bisoxatin (BAN, INN); Bisoxatin Acetate (JAN, USAN)		WY-8138					1967		A06AB09	A06AB09 [Alimentary Tract And Metabolism:Drugs For Constipation:Drugs For Constipation:Contact laxatives]	Laxative		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC(=O)Oc1ccc(cc1)C2(Oc3ccccc3NC2=O)c4ccc(OC(=O)C)cc4
1377561	CHEMBL2105291	Quingestanol (BAN, INN); Quingestanol Acetate (USAN)		W-4540	Parke-Davis	-gest-	progestins	-gest-	1967		G03AC04	G03AC04 [Genito Urinary System And Sex Hormones:Sex Hormones And Modulators Of The Genital System:Hormonal Contraceptives For Systemic Use:Progestogens]	Progestin		Natural Product-derived	N	N	Single Stereoisomer	N						CC(=O)O[C@]1(CC[C@H]2[C@@H]3CC=C4C=C(CC[C@@H]4[C@H]3CC[C@]12C)OC5CCCC5)C#C
1376862	CHEMBL2104592	Emitefur (INN, USAN)		BOF-A2	Otsuka, Japan				1998						Synthetic Small Molecule	N	N	Achiral Molecule	N						CCOCN1C=C(F)C(=O)N(C(=O)c2cccc(c2)C(=O)Oc3nc(OC(=O)c4ccccc4)ccc3C#N)C1=O
1377221	CHEMBL2104951	Aladorian (INN, USAN); Aladorian Sodium (USAN)		Arm036Na; S-36 NA; S-44121-2	Armgo Pharma				2011						Synthetic Small Molecule	Y	N	Achiral Molecule	N						COc1ccc2SCCN(Cc2c1)C(=O)C(=O)O
1376312	CHEMBL2104042	Cicloxilic Acid (INN)													Synthetic Small Molecule	Y	N	Single Stereoisomer	N						OC(=O)[C@@H]1CCCC[C@@]1(O)c2ccccc2
1377318	CHEMBL2105048	Iotriside (INN)				io-	iodine-containing contrast media	io-							Synthetic Small Molecule	N	N	Racemic Mixture	N						CN(CC(O)CO)C(=O)c1c(I)c(C(=O)N)c(I)c(C(=O)NCC(O)CO)c1I
1380089	CHEMBL2107819	Belnacasan (INN, USAN)			Vertex Pharmaceuticals	-casan	caspase (interleukin-1b) coverting enzyme inhibitors	-casan	2012						Synthetic Small Molecule	N	N	Single Stereoisomer	N						CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)c3ccc(N)c(Cl)c3)C(C)(C)C
1378873	CHEMBL2106603	Etomidoline (INN, JAN, MI)													Synthetic Small Molecule	Y	N	Racemic Mixture	N						CCN1C(Nc2ccc(OCCN3CCCCC3)cc2)c4ccccc4C1=O
1378375	CHEMBL2106105	Dicarbine (INN)													Synthetic Small Molecule	Y	N	Racemic Mixture	N						CN1CCC2Nc3ccc(C)cc3C2C1
1376517	CHEMBL2104247	Broxaldine (DCF, INN)													Synthetic Small Molecule	N	N	Achiral Molecule	N						Cc1ccc2c(Br)cc(Br)c(OC(=O)c3ccccc3)c2n1
1377611	CHEMBL2105341	Toldimfos (BAN, INN, MI)													Synthetic Small Molecule	Y	N	Racemic Mixture	N						CN(C)c1ccc(c(C)c1)P(=O)O
1378126	CHEMBL2105856	Felipyrine (INN)													Synthetic Small Molecule	Y	N	Racemic Mixture	N						O=C1C(CCN1c2ccccc2)N3CCCCC3
1377313	CHEMBL2105043	Imiclopazine (INN, MI)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc5ccc(Cl)cc35)CC2)C1=O
1376207	CHEMBL2103937	Mipimazole (INN)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC(C)N1CCNC1=S
1377820	CHEMBL2105550	Tolquinzole (INN)													Synthetic Small Molecule	Y	N	Racemic Mixture	N						CCC1(O)CCN2CCc3ccc(C)cc3C2C1
1379826	CHEMBL2107556	Bioallethrin (BAN)									P03AC52; P03AC02	P03AC52 [Antiparasitic Products, Insecticides And Repellents:Ectoparasiticides, Incl. Scabicides, Insecticides And Repellents:Ectoparasiticides, Incl. Scabicides:Pyrethrines, incl. synthetic compounds]; P03AC02 [Antiparasitic Products, Insecticides And Repellents:Ectoparasiticides, Incl. Scabicides, Insecticides And Repellents:Ectoparasiticides, Incl. Scabicides:Pyrethrines, incl. synthetic compounds]			Synthetic Small Molecule	Y	N	Racemic Mixture	N						CC(=CC1[C@@H](C(=O)O[C@@H]2CC(=O)C(=C2C)CC=C)C1(C)C)C
1376022	CHEMBL2103752	Ziconotide (INN, USAN)		SNX-111	Jazz Pharmaceuticals International Ltd	-tide	peptides	-tide	1997	2004	N02BG08	N02BG08 [Nervous System:Analgesics:Other Analgesics And Antipyretics:Other analgesics and antipyretics]			Oligopeptide	N	N	Single Stereoisomer	N						CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC3=O)C(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc4ccc(O)cc4)NC1=O)[C@@H](C)O
1379033	CHEMBL2106763	Fluprednidene (BAN, INN, MI)				-pred-	prednisone and prednisolone derivatives	-pred-			D07AB07; D07XB03	D07AB07 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, moderately potent (group II)]; D07XB03 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Other Combinations:Corticosteroids, moderately potent, other combinations]			Natural Product-derived	Y	N	Single Stereoisomer	N						C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC(=C)[C@]2(O)C(=O)CO
1377567	CHEMBL2105297	Oxanamide (INN, MI)													Synthetic Small Molecule	Y	N	Racemic Mixture	N						CCCC1OC1(CC)C(=O)N
1377605	CHEMBL2105335	Paraflutizide (DCF, INN, MI)		LD-3612											Synthetic Small Molecule	Y	N	Racemic Mixture	N						NS(=O)(=O)c1cc2c(NC(Cc3ccc(F)cc3)NS2(=O)=O)cc1Cl
1377848	CHEMBL2105578	Bensuldazic Acid (BAN, INN)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						OC(=O)CN1CSC(=S)N(Cc2ccccc2)C1
1376974	CHEMBL2104704	Noberastine (BAN, INN, USAN)		R-64947	Janssen	-astine	antihistaminics (histamine-H1 receptor antagonists)	-astine	1991				Antihistaminic		Synthetic Small Molecule	Y	N	Achiral Molecule	N						Cc1oc(Cn2c(NC3CCNCC3)nc4cccnc24)cc1
517186	CHEMBL444172	Zosuquidar (INN); Zosuquidar Trihydrochloride (USAN)			Lilly	-dar	multidrug resistance inhibitors: quinoline derivatives	-dar (-quidar)	2002						Synthetic Small Molecule	N	N	Single Stereoisomer	N						O[C@@H](COc1cccc2ncccc12)CN3CCN(CC3)[C@H]4c5ccccc5[C@H]6[C@@H](c7ccccc47)C6(F)F
391374	CHEMBL396298	Elacridar (INN); Elacridar HCl (USAN)		GF-120918A	Glaxo Wellcome, United Kingdom	-dar	multidrug resistance inhibitors: acridine carboxamide derivatives	-dar (-cridar)	1997				Antineoplastic (adjunct)		Synthetic Small Molecule	N	N	Achiral Molecule	N						COc1cccc2C(=O)c3cccc(C(=O)Nc4ccc(CCN5CCc6cc(OC)c(OC)cc6C5)cc4)c3Nc12
1383162	CHEMBL2110722	Trantelinium Bromide (INN)				-ium	quaternary ammonium derivatives	-ium							Synthetic Small Molecule	Y	N	Single Stereoisomer	N						C[N+]1(C)[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C3c4ccccc4Oc5ccccc35
1383090	CHEMBL2110650	Oxapropanium Iodide (INN, MI)				-ium	quaternary ammonium derivatives	-ium							Synthetic Small Molecule	Y	N	Racemic Mixture	N						C[N+](C)(C)CC1COCO1
1383610	CHEMBL2111170	Calcium Lactophosphate (NF)													Synthetic Small Molecule	Y	N	Racemic Mixture	N						CC(O)C(=O)OP(=O)(O)O
1383085	CHEMBL2110645	Pipoxolan (BAN, INN); Pipoxolan HCl (USAN)			Rowa Ltd., Ireland				1970				Relaxant (muscle)		Synthetic Small Molecule	Y	N	Racemic Mixture	N						O=C1OC(CCN2CCCCC2)OC1(c3ccccc3)c4ccccc4
1383435	CHEMBL2110995	Piminodine (BAN, INN); Piminodine Esylate (MI, NF)			Sterling Winthrop										Synthetic Small Molecule	Y	N	Achiral Molecule	N						CCOC(=O)C1(CCN(CCCNc2ccccc2)CC1)c3ccccc3
1383367	CHEMBL2110927	Entsufon (INN); Entsufon Sodium (USAN)			Sterling Winthrop				1974				Detergent		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCS(=O)(=O)O)cc1
1344709	CHEMBL2035187	Pacritinib (INN, USAN)		SB1518	Cell Therapeutics, Inc.	-tinib	tyrosine kinase inhibitors	-tinib	2014						Natural Product-derived	Y	N	Achiral Molecule	N						C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5cccc(COC\C=C\COCc2c3)c5
940353	CHEMBL1516469	Levocarnitine Propionate HCl (USAN)		ST-261	Biosint S.P.A				2002						Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C
1383368	CHEMBL2110928	Octafonium Chloride (BAN, INN)				-ium	quaternary ammonium derivatives	-ium							Synthetic Small Molecule	N	N	Achiral Molecule	N						CC[N+](CC)(CCOc1ccc(CC(C)(C)CC(C)C)cc1)Cc2ccccc2
1383301	CHEMBL2110861	Doxpicomine (INN); Doxpicomine HCl (USAN)			Lilly				1980				Analgesic		Synthetic Small Molecule	Y	N	Racemic Mixture	N						CN(C)C(C1COCOC1)c2cccnc2
1378156	CHEMBL2105886	Lysine HCl (JAN, USAN, USP)							1980				Amino Acid		Synthetic Small Molecule	N	N	Unknown	N						Cl.NCCCC[C@H](N)C(=O)O
1376382	CHEMBL2104112	Cyclamate Calcium (NF)													Synthetic Small Molecule	N	N	Unknown	N						[Ca+2].[O-]S(=O)(=O)NC1CCCCC1.[O-]S(=O)(=O)NC2CCCCC2
1381192	CHEMBL2108926	Condurango Fluidextract (JAN)													Unknown	N	N	Single Stereoisomer	N						
1380930	CHEMBL2108664	Verpasep Caltespen (INN, USAN)		BCG65-E7; HSPE7					2005						Oligopeptide	N	N	Single Stereoisomer	N						
1381995	CHEMBL2109555	Mdx-070	2	MDX-070											Antibody	N	N	Single Stereoisomer	N						
1381389	CHEMBL2109123	Doreptide (INN)				-tide	peptides	-tide							Oligopeptide	N	N	Single Stereoisomer	N						
1380871	CHEMBL2108605	Hioxifilcon D (USAN)				-filcon	hydrophilic contact lens materials	-filcon	2005						Unknown	N	N	Single Stereoisomer	N						
1381314	CHEMBL2109048	Iodized Oil (MI, NF)				io-	iodine-containing contrast media	io-							Synthetic Small Molecule	N	N	Single Stereoisomer	N						
1381093	CHEMBL2108827	Vapaliximab (INN)	1		Biotie	-mab	monoclonal antibodies	-mab							Antibody	N	N	Single Stereoisomer	N						
1381890	CHEMBL2109450	Amg-811	1	AMG-811											Antibody	N	N	Single Stereoisomer	N						
1380514	CHEMBL2108248	Anatumomab Mafenatox (INN)	2	ABR-214936	Active Biotech	-mab	monoclonal antibodies	-mab							Antibody	N	N	Single Stereoisomer	N						
1380616	CHEMBL2108350	Conestat Alfa (INN)				-stat	enzyme inhibitors	-stat			B06AC04	B06AC04 [Blood And Blood Forming Organs:Other Hematological Agents:Other Hematological Agents:Drugs used in hereditary angioedema]			Oligopeptide	N	N	Single Stereoisomer	N						
1380922	CHEMBL2108656	Tolu Balsam Syrup (NF)													Unknown	N	N	Single Stereoisomer	N						
1380278	CHEMBL2108012	Wheat Germ Oil-See Dl-Alpha Tocopherol, Under Vitamin E													Natural Product-derived	N	N	Single Stereoisomer	N						
1382025	CHEMBL2109585	Ly-2382770	2	LY-2382770											Antibody	N	N	Single Stereoisomer	N						
1380497	CHEMBL2108231	Etafilcon A (USAN)			Vistakon; Bausch & Lomb	-filcon	hydrophilic contact lens materials	-filcon	1977				Contact Lens Material (hydrophilic)		Polymer	N	N	Single Stereoisomer	N						
1381162	CHEMBL2108896	Alkylpolyaminoethylglycine (JAN)													Polymer	N	N	Single Stereoisomer	N						
1381734	CHEMBL2109294	Medi-7183	1	MEDI-7183											Antibody	N	N	Single Stereoisomer	N						
1382040	CHEMBL2109600	Ro-5458640	1	Ro-5458640											Antibody	N	N	Single Stereoisomer	N						
1381042	CHEMBL2108776	Policapram (INN, USAN)							1974				Pharmaceutic Aid (tablet binder)		Polymer	N	N	Single Stereoisomer	N						
1380660	CHEMBL2108394	Hydroxystearin Sulfate (NF)													Unknown	N	N	Single Stereoisomer	N						
1380302	CHEMBL2108036	Lontucirev (USAN)				-rev	therapeutic virus: tumoricidal	-rev (-tucirev)	2004						Unknown	N	N	Single Stereoisomer	N						
77390	CHEMBL50472	Fenmetozole (INN); Fenmetozole HCl (USAN)		DH-524	Marion Merrell Dow				1974				Antagonist (to narcotics); Antidepressant		Synthetic Small Molecule	Y	N	Achiral Molecule	N						Clc1ccc(OCC2=NCCN2)cc1Cl
250990	CHEMBL150283	Fenoctimine (INN); Fenoctimine Sulfate (USAN)		MCN-4097-12-98	Ortho-Mcneil				1982				Antisecretory (gastric)		Synthetic Small Molecule	N	N	Achiral Molecule	N						CCCCCCCC\N=C\N1CCC(CC1)C(c2ccccc2)c3ccccc3
1383586	CHEMBL2111146	Bimethoxycaine Lactate				-caine	local anesthetics	-caine							Synthetic Small Molecule	Y	N	Racemic Mixture	N						COc1ccccc1CC(C)NC(C)Cc2ccccc2OC
1383122	CHEMBL2110682	Iproxamine (INN); Iproxamine HCl (USAN)		GO-2782; W-42782	Parke-Davis				1975				Vasodilator		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC(C)OC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
1383483	CHEMBL2111043	Isometamidium Chloride (BAN, INN, MI)		A-4180		-ium	quaternary ammonium derivatives	-ium							Synthetic Small Molecule	N	N	Achiral Molecule	N						CC[n+]1c(c2ccccc2)c3cc(NN=Nc4cccc(c4)C(=N)N)ccc3c5ccc(N)cc15
1376321	CHEMBL2104051	Acequinoline (DCF, INN)		CB-4985											Synthetic Small Molecule	Y	N	Achiral Molecule	N						COc1ccc2c(C)c(C(=O)C)c(C)nc2c1
1379849	CHEMBL2107579	Binizolast (INN)				-ast	antiasthmatics/antiallergics: benzoxazole derivatives	-ast (-zolast)							Synthetic Small Molecule	Y	N	Achiral Molecule	N						CCCN1C(=O)c2ccccc2n3c(CN4CCCCC4)nnc13
1378508	CHEMBL2106238	Ethyl Linoleate (JAN)													Synthetic Small Molecule	N	N	Achiral Molecule	N						CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC
1377308	CHEMBL2105038	Domoxin (INN)		IS-2596		-moxin	monoamine oxidase inhibitors (hydrazine derivatives)	-moxin							Synthetic Small Molecule	Y	N	Racemic Mixture	N						NN(CC1COc2ccccc2O1)Cc3ccccc3
1380426	CHEMBL2108160	Salts, Rehydration (USP)				sal-	anti-inflammatory agents (salicylic acid derivatives)	sal-					Electrolyte Combination		Unknown	N	N	Single Stereoisomer	N						
1380495	CHEMBL2108229	Abafilcon A (USAN)			Pilkington Barnes Hind	-filcon	hydrophilic contact lens materials	-filcon	1996				Contact Lens Material (hydrophilic)		Polymer	N	N	Single Stereoisomer	N						
1380612	CHEMBL2108346	Disitertide (INN)				-tide	peptides	-tide							Oligopeptide	N	N	Single Stereoisomer	N						
1304391	CHEMBL1983100	Esaprazole (INN, MI)				-prazole	antiulcer agents (benzimidazole derivatives)	-prazole							Synthetic Small Molecule	Y	N	Achiral Molecule	N						O=C(CN1CCNCC1)NC2CCCCC2
1376532	CHEMBL2104262	Fadolmidine (INN); Fadolmidine HCl (USAN)		MPV-2426	Orion, Finland	-adol-	analgesics (mixed opiate receptor agonists/antagonists)	-adol-	2002						Synthetic Small Molecule	Y	N	Racemic Mixture	N						Oc1ccc2CCC(Cc3c[nH]cn3)c2c1
1383501	CHEMBL2111061	Tyromedan (INN); Thyromedan HCl (USAN)		SK&F-13364-A	SmithKline Beecham	-dan	positive inotropic agents (pimobendan type)	-dan	1964				Thyromimetic		Synthetic Small Molecule	N	N	Achiral Molecule	N						CCN(CC)CCOC(=O)Cc1cc(I)c(Oc2ccc(OC)c(I)c2)c(I)c1
1383117	CHEMBL2110677	Intriptyline (INN); Intriptyline HCl (USAN)		AY-22124		-triptyline	antidepressants (dibenzo[a,d]cycloheptane derivatives)	-triptyline	1971				Antidepressant		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CN(C)CC#CC=C1c2ccccc2C=Cc3ccccc13
679356	CHEMBL1205405	Camphoric Acid (MI, USP)													Synthetic Small Molecule	Y	N	Racemic Mixture	N						CC1(C)C(CCC1(C)C(=O)O)C(=O)O
1376060	CHEMBL2103790	Aderbasib (INN, USAN)		INCB-007839	Incyte	-basib	inhibitors of the ADAM (A disintegrin and A metalloprotease) enzymes (sheddases)	-basib	2007						Synthetic Small Molecule	Y	N	Single Stereoisomer	N						COC(=O)N1CC2(CC2)C[C@@H]([C@H]1C(=O)N3CCN(CC3)c4ccccc4)C(=O)NO
1377396	CHEMBL2105126	Litracen (INN)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						CNCCC=C1c2ccccc2C(C)(C)c3ccccc13
1378739	CHEMBL2106469	Bencianol (INN)													Synthetic Small Molecule	N	N	Single Stereoisomer	N						O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc4OC(Oc4c3)(c5ccccc5)c6ccccc6
1377711	CHEMBL2105441	Tienocarbine (INN)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						CN1CCc2[nH]c3ccc4scc(C)c4c3c2C1
1377379	CHEMBL2105109	Itasetron (INN, USAN)		Dau6215Cl; U-98079A	Boehringer Ingelheim	-setron	serotonin 5-HT3 antagonists	-setron	1995				Anti-Anxiety Agent; Anti-Emetic; Antidepressant		Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CN1[C@@H]2CC[C@H]1C[C@H](C2)NC(=O)N3C(=O)Nc4ccccc34
1376414	CHEMBL2104144	Cyclocoumarol (BAN); Cyclocumarol (MI)			Abbott	-arol	anticoagulants (dicumarol type)	-arol							Synthetic Small Molecule	Y	N	Racemic Mixture	N						COC1(C)CC(C2=C(O1)c3ccccc3OC2=O)c4ccccc4
1376290	CHEMBL2104020	Carbubarb (INN, MI); Carbubarbital (DCF)				-barb	barbituric acid derivatives	-barb							Synthetic Small Molecule	Y	N	Achiral Molecule	N						CCCCC1(CCOC(=O)N)C(=O)NC(=O)NC1=O
1376863	CHEMBL2104593	Acetorphine (BAN, INN)													Natural Product-derived	Y	N	Racemic Mixture	N						CCC[C@](C)(O)C1C[C@]23C=C[C@]1(OC)[C@H]4Oc5c(OC(=O)C)ccc6C[C@H]2N(C)CC[C@@]34c56
656615	CHEMBL1182665	Hydroxypethidine (BAN, INN, MI)		WIN-771											Synthetic Small Molecule	Y	N	Achiral Molecule	N						CCOC(=O)C1(CCN(C)CC1)c2cccc(O)c2
